[2026-08-04T00:49:39] scan started
[scan.sh] Python: Python 3.11.9
[scan.sh] PYTHONIOENCODING=utf-8
=== skill-updater · V1.0 ===
扫描根: /c/Users/li/.claude
格式: all
网络: 关闭
README: 跳过
==============================================================================================================
  skill-updater · 扫描报告 · 2026-08-04 00:49:52
==============================================================================================================
扫描到 SKILL: 2062
🟢 跳过: 0   🟡 推荐 review: 16   🔴 必读告警: 0   🟣 本地定制: 2046
--------------------------------------------------------------------------------------------------------------
状态   skill 名                        本地 ver     上游 HEAD    upstream license   备注
🟣    istio-traffic-management       -          -          -                  本地定制（source type=missing，无上游比对）
🟣    linkerd-patterns               -          -          -                  本地定制（source type=missing，无上游比对）
🟣    mtls-configuration             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    multi-cloud-architecture       -          -          -                  本地定制（source type=missing，无上游比对）
🟣    service-mesh-observability     -          -          -                  本地定制（source type=missing，无上游比对）
🟣    terraform-module-library       -          -          -                  本地定制（source type=missing，无上游比对）
🟣    context-driven-development     1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    track-management               1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    workflow-patterns              1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    airflow-dag-patterns           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    data-quality-frameworks        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    dbt-transformation-patterns    -          -          -                  本地定制（source type=missing，无上游比对）
🟣    spark-optimization             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    postgresql-table-design        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    auth-implementation-patterns   -          -          -                  本地定制（source type=missing，无上游比对）
🟣    bazel-build-optimization       -          -          -                  本地定制（source type=missing，无上游比对）
🟣    code-review-excellence         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    debugging-strategies           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    e2e-testing-patterns           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    error-handling-patterns        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    git-advanced-workflows         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    monorepo-management            -          -          -                  本地定制（source type=missing，无上游比对）
🟣    nx-workspace-patterns          -          -          -                  本地定制（source type=missing，无上游比对）
🟣    sql-optimization-patterns      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    turborepo-caching              -          -          -                  本地定制（source type=missing，无上游比对）
🟣    architecture-decision-records  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    changelog-automation           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    openapi-spec-generation        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    dotnet-backend-patterns        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    angular-migration              -          -          -                  本地定制（source type=missing，无上游比对）
🟣    database-migration             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    dependency-upgrade             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    react-modernization            -          -          -                  本地定制（source type=missing，无上游比对）
🟣    nextjs-app-router-patterns     -          -          -                  本地定制（source type=missing，无上游比对）
🟣    react-native-architecture      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    react-state-management         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    tailwind-design-system         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    godot-gdscript-patterns        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    unity-ecs-patterns             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    employment-contract-templates  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    gdpr-data-handling             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    incident-runbook-templates     -          -          -                  本地定制（source type=missing，无上游比对）
🟣    on-call-handoff-patterns       -          -          -                  本地定制（source type=missing，无上游比对）
🟣    postmortem-writing             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    javascript-testing-patterns    -          -          -                  本地定制（source type=missing，无上游比对）
🟣    modern-javascript-patterns     -          -          -                  本地定制（source type=missing，无上游比对）
🟣    nodejs-backend-patterns        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    typescript-advanced-types      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    gitops-workflow                -          -          -                  本地定制（source type=missing，无上游比对）
🟣    helm-chart-scaffolding         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    k8s-manifest-generator         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    k8s-security-policies          -          -          -                  本地定制（source type=missing，无上游比对）
🟣    embedding-strategies           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    hybrid-search-implementation   -          -          -                  本地定制（source type=missing，无上游比对）
🟣    langchain-architecture         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    llm-evaluation                 -          -          -                  本地定制（source type=missing，无上游比对）
🟣    prompt-engineering-patterns    -          -          -                  本地定制（source type=missing，无上游比对）
🟣    rag-implementation             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    similarity-search-patterns     -          -          -                  本地定制（source type=missing，无上游比对）
🟣    vector-index-tuning            -          -          -                  本地定制（source type=missing，无上游比对）
🟣    ml-pipeline-workflow           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    distributed-tracing            -          -          -                  本地定制（source type=missing，无上游比对）
🟣    grafana-dashboards             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    prometheus-configuration       -          -          -                  本地定制（source type=missing，无上游比对）
🟣    slo-implementation             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    billing-automation             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    paypal-integration             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    pci-compliance                 -          -          -                  本地定制（source type=missing，无上游比对）
🟣    stripe-integration             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    async-python-patterns          -          -          -                  本地定制（source type=missing，无上游比对）
🟣    python-anti-patterns           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    python-background-jobs         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    python-code-style              -          -          -                  本地定制（source type=missing，无上游比对）
🟣    python-configuration           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    python-design-patterns         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    python-error-handling          -          -          -                  本地定制（source type=missing，无上游比对）
🟣    python-observability           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    python-packaging               -          -          -                  本地定制（source type=missing，无上游比对）
🟣    python-performance-optimizati  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    python-project-structure       -          -          -                  本地定制（source type=missing，无上游比对）
🟣    python-resilience              -          -          -                  本地定制（source type=missing，无上游比对）
🟣    python-resource-management     -          -          -                  本地定制（source type=missing，无上游比对）
🟣    python-testing-patterns        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    python-type-safety             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    uv-package-manager             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    backtesting-frameworks         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    risk-metrics-calculation       -          -          -                  本地定制（source type=missing，无上游比对）
🟣    anti-reversing-techniques      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    binary-analysis-patterns       -          -          -                  本地定制（source type=missing，无上游比对）
🟣    memory-forensics               -          -          -                  本地定制（source type=missing，无上游比对）
🟣    protocol-reverse-engineering   -          -          -                  本地定制（source type=missing，无上游比对）
🟣    attack-tree-construction       -          -          -                  本地定制（source type=missing，无上游比对）
🟣    sast-configuration             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    security-requirement-extracti  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    stride-analysis-patterns       -          -          -                  本地定制（source type=missing，无上游比对）
🟣    threat-mitigation-mapping      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    bash-defensive-patterns        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    bats-testing-patterns          -          -          -                  本地定制（source type=missing，无上游比对）
🟣    shellcheck-configuration       -          -          -                  本地定制（source type=missing，无上游比对）
🟣    competitive-landscape          1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    market-sizing-analysis         1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    startup-financial-modeling     1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    startup-metrics-framework      1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    team-composition-analysis      1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    go-concurrency-patterns        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    memory-safety-patterns         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    rust-async-patterns            -          -          -                  本地定制（source type=missing，无上游比对）
🟣    accessibility-compliance       -          -          -                  本地定制（source type=missing，无上游比对）
🟣    design-system-patterns         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    interaction-design             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    mobile-android-design          -          -          -                  本地定制（source type=missing，无上游比对）
🟣    mobile-ios-design              -          -          -                  本地定制（source type=missing，无上游比对）
🟣    react-native-design            -          -          -                  本地定制（source type=missing，无上游比对）
🟣    responsive-design              -          -          -                  本地定制（source type=missing，无上游比对）
🟣    visual-design-foundations      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    web-component-design           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    Agent Development              0.1.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    Command Development            0.2.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    Hook Development               0.1.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    MCP Integration                0.1.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    Plugin Settings                0.1.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    Plugin Structure               0.1.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    Skill Development              0.1.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    claude-opus-4-5-migration      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    frontend-design                -          -          -                  本地定制（source type=missing，无上游比对）
🟣    Writing Hookify Rules          0.1.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    Agent Development              0.1.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    Command Development            0.2.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    Hook Development               0.1.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    MCP Integration                0.1.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    Plugin Settings                0.1.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    Plugin Structure               0.1.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    Skill Development              0.1.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    10-02-ai-researcher            -          -          -                  本地定制（source type=missing，无上游比对）
🟣    17-08-data-privacy-compliance  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    35-02-social-media             V13.2.0    -          -                  本地定制（source type=missing，无上游比对）
🟣    45-01鐢靛晢杩愯惀                    -          -          -                  本地定制（source type=missing，无上游比对）
🟣    a-stock-data                   -          -          -                  本地定制（source type=missing，无上游比对）
🟣    academic-paper                 1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    adaptive-learning-engine       -          -          -                  本地定制（source type=missing，无上游比对）
🟣    advanced-memory-sync           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    advertising-copy               -          -          -                  本地定制（source type=missing，无上游比对）
🟣    aetherviz-master               1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    agent-browser                  0.1.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    agent-federation               -          -          -                  本地定制（source type=missing，无上游比对）
🟣    agent-harness-construction     -          -          -                  本地定制（source type=missing，无上游比对）
🟣    agent-payment-x402             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    agent-reach                    -          -          -                  本地定制（source type=missing，无上游比对）
🟣    agent-teams-playbook           1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    agents-list                    1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    agentverse                     -          -          -                  本地定制（source type=missing，无上游比对）
🟣    agile-product-owner            -          -          -                  本地定制（source type=missing，无上游比对）
🟣    ai-card-system                 -          -          -                  本地定制（source type=missing，无上游比对）
🟣    ai-csuite                      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    ai-first-engineering           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    ai-news-radar-scout            -          -          -                  本地定制（source type=missing，无上游比对）
🟣    ai-regression-testing          -          -          -                  本地定制（source type=missing，无上游比对）
🟣    ai-three-tier-fallback         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    ai-watermark-skill             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    aider-pair-programming         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    aihot                          -          -          -                  本地定制（source type=missing，无上游比对）
🟣    airstrip-one-trigger           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    aitoearn-engage                -          -          -                  本地定制（source type=missing，无上游比对）
🟣    aitoearn-mcp                   -          -          -                  本地定制（source type=missing，无上游比对）
🟣    aitoearn-monetize              -          -          -                  本地定制（source type=missing，无上游比对）
🟣    aitoearn-publish               -          -          -                  本地定制（source type=missing，无上游比对）
🟣    algorithmic-art                1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    alphagbm                       -          -          -                  本地定制（source type=missing，无上游比对）
🟣    alphagbm-alert                 -          -          -                  本地定制（source type=missing，无上游比对）
🟣    alphagbm-bps-backtest          -          -          -                  本地定制（source type=missing，无上游比对）
🟣    alphagbm-company-profile       -          -          -                  本地定制（source type=missing，无上游比对）
🟣    alphagbm-compare               -          -          -                  本地定制（source type=missing，无上游比对）
🟣    alphagbm-duan-analysis         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    alphagbm-earnings-crush        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    alphagbm-fear-score            -          -          -                  本地定制（source type=missing，无上游比对）
🟣    alphagbm-greeks                -          -          -                  本地定制（source type=missing，无上游比对）
🟣    alphagbm-health-check          -          -          -                  本地定制（source type=missing，无上游比对）
🟣    alphagbm-hedge-advisor         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    alphagbm-investment-thesis     -          -          -                  本地定制（source type=missing，无上游比对）
🟣    alphagbm-iv-rank               -          -          -                  本地定制（source type=missing，无上游比对）
🟣    alphagbm-macro-view            -          -          -                  本地定制（source type=missing，无上游比对）
🟣    alphagbm-market-sentiment      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    alphagbm-options-score         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    alphagbm-options-strategy      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    alphagbm-pnl-simulator         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    alphagbm-polymarket            -          -          -                  本地定制（source type=missing，无上游比对）
🟣    alphagbm-stock-analysis        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    alphagbm-take-profit           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    alphagbm-theme-research        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    alphagbm-unusual-activity      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    alphagbm-vix-status            -          -          -                  本地定制（source type=missing，无上游比对）
🟣    alphagbm-vol-smile             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    alphagbm-vol-surface           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    alphagbm-watchlist             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    alphagbm-skills                -          -          -                  本地定制（source type=missing，无上游比对）
🟣    greeks-calculator              -          -          -                  本地定制（source type=missing，无上游比对）
🟣    options-analysis               -          -          -                  本地定制（source type=missing，无上游比对）
🟣    risk-analyzer                  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    stock-scorer                   -          -          -                  本地定制（source type=missing，无上游比对）
🟣    volatility-intelligence        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    00analyst-00                   1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    any2pdf-pro                    -          -          -                  本地定制（source type=missing，无上游比对）
🟣    anysearch                      2.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    anysearch-academic             1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    anysearch-business             1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    anysearch-finance              1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    qiaomu-anything-to-notebooklm  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    api-auth-patterns              -          -          -                  本地定制（source type=missing，无上游比对）
🟣    api-design                     -          -          -                  本地定制（source type=missing，无上游比对）
🟣    02architect-03                 1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    archive                        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    atlassian-admin                -          -          -                  本地定制（source type=missing，无上游比对）
🟣    atlassian-templates            -          -          -                  本地定制（source type=missing，无上游比对）
🟣    autogenesis                    -          -          -                  本地定制（source type=missing，无上游比对）
🟣    backend-patterns               1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    backtest-framework             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    baidu-index                    -          -          -                  本地定制（source type=missing，无上游比对）
🟣    baoyu-compress-image           1.56.1     -          -                  本地定制（source type=missing，无上游比对）
🟣    baoyu-cover-image              1.56.1     -          -                  本地定制（source type=missing，无上游比对）
🟣    baoyu-danger-gemini-web        1.56.1     -          -                  本地定制（source type=missing，无上游比对）
🟣    baoyu-post-to-weibo            1.56.1     -          -                  本地定制（source type=missing，无上游比对）
🟣    baoyu-url-to-markdown          1.56.1     -          -                  本地定制（source type=missing，无上游比对）
🟣    beads                          -          -          -                  本地定制（source type=missing，无上游比对）
🟣    benchmark                      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    bidding-document-generator     -          -          -                  本地定制（source type=missing，无上游比对）
🟣    bilibili-operations            -          -          -                  本地定制（source type=missing，无上游比对）
🟣    blogger-distill-competitor-mo  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    blogger-distill-orchestration  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    blogger-distill-verify-gate    -          -          -                  本地定制（source type=missing，无上游比对）
🟣    blogger-distiller              -          -          -                  本地定制（source type=missing，无上游比对）
🟣    blueprint                      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    booster                        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    brainstorming                  1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    brand-asset-protocol           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    brand-guidelines               1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    browser-harness-core           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    browser-use-mcp                -          -          -                  本地定制（source type=missing，无上游比对）
🟣    browserbase-integration        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    bb-company-research            -          -          -                  本地定制（source type=missing，无上游比对）
🟣    bb-event-prospecting           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    bb-remote-browser              -          -          -                  本地定制（source type=missing，无上游比对）
🟣    03builder-03                   1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    bundle-manager                 1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    burp-cs-extensions             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    business-decision-sop          -          -          -                  本地定制（source type=missing，无上游比对）
🟣    canary-watch                   -          -          -                  本地定制（source type=missing，无上游比对）
🟣    canvas-design                  1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    capa-officer                   -          -          -                  本地定制（source type=missing，无上游比对）
🟣    card-dealing                   -          -          -                  本地定制（source type=missing，无上游比对）
🟣    case-simulator-cn              -          -          -                  本地定制（source type=missing，无上游比对）
🟣    caveman-commit                 1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    caveman-eval-harness           1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    caveman-file-compress          1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    caveman-terse                  1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    ce-knowledge-compound          -          -          -                  本地定制（source type=missing，无上游比对）
🟣    ceo-advisor                    -          -          -                  本地定制（source type=missing，无上游比对）
🟣    character-design-prompts       -          -          -                  本地定制（source type=missing，无上游比对）
🟣    charlie-cfo-bootstrapped       -          -          -                  本地定制（source type=missing，无上游比对）
🟣    cheat-on-content               -          -          -                  本地定制（source type=missing，无上游比对）
🟣    cheat-bump                     -          -          -                  本地定制（source type=missing，无上游比对）
🟣    cheat-evaluate                 -          -          -                  本地定制（source type=missing，无上游比对）
🟣    cheat-init                     -          -          -                  本地定制（source type=missing，无上游比对）
🟣    cheat-learn-from               -          -          -                  本地定制（source type=missing，无上游比对）
🟣    cheat-migrate                  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    cheat-persona                  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    cheat-predict                  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    cheat-publish                  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    cheat-recommend                -          -          -                  本地定制（source type=missing，无上游比对）
🟣    cheat-retro                    -          -          -                  本地定制（source type=missing，无上游比对）
🟣    cheat-score                    -          -          -                  本地定制（source type=missing，无上游比对）
🟣    cheat-score-blind              -          -          -                  本地定制（source type=missing，无上游比对）
🟣    cheat-seed                     -          -          -                  本地定制（source type=missing，无上游比对）
🟣    cheat-shoot                    -          -          -                  本地定制（source type=missing，无上游比对）
🟣    cheat-status                   -          -          -                  本地定制（source type=missing，无上游比对）
🟣    cheat-trends                   -          -          -                  本地定制（source type=missing，无上游比对）
🟣    checkpoint-recovery            -          -          -                  本地定制（source type=missing，无上游比对）
🟣    china-risk-matrix              -          -          -                  本地定制（source type=missing，无上游比对）
🟣    china-traffic-tactics          -          -          -                  本地定制（source type=missing，无上游比对）
🟣    china-viral-content-analyzer   1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    chinese-copyright-application  -          -          -                  本地定制（source type=missing，无上游比对）
🟣    chinese-copywriting-rules      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    citation-verify                -          -          -                  本地定制（source type=missing，无上游比对）
🟣    claude-api                     -          -          -                  本地定制（source type=missing，无上游比对）
🟣    claude-checkpoints             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    claude-mem                     -          -          -                  本地定制（source type=missing，无上游比对）
🟣    claude-to-im                   -          -          -                  本地定制（source type=missing，无上游比对）
🟣    claude-to-im                   -          -          -                  本地定制（source type=missing，无上游比对）
🟣    claudeception                  3.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    nextjs-server-side-error-debu  1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    prisma-connection-pool-exhaus  1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    typescript-circular-dependenc  1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    cli-anything                   -          -          -                  本地定制（source type=missing，无上游比对）
🟣    clickhouse-io-clickhouse       1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    client-finder-pro              1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    close-loop                     -          -          -                  本地定制（source type=missing，无上游比对）
🟣    code-naming-auditor            1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    code-review-skill              -          -          -                  本地定制（source type=missing，无上游比对）
🟣    codebase-memory-exploring      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    codebase-memory-mcp            -          -          -                  本地定制（source type=missing，无上游比对）
🟣    codebase-memory-quality        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    codebase-memory-reference      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    codebase-memory-tracing        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    coding-standards               1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    comment-analyzer               1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    commercial-legal               -          -          -                  本地定制（source type=missing，无上游比对）
🟣    commit-commands                -          -          -                  本地定制（source type=missing，无上游比对）
🟣    competitor-intelligence        -          -          -                  本地定制（source type=missing，无上游比对）
🟣    conclusion-validator           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    confluence-expert              -          -          -                  本地定制（source type=missing，无上游比对）
🟣    content-creator                1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    content-curator-framework      -          -          -                  本地定制（source type=missing，无上游比对）
🟣    content-intel-cn               -          -          -                  本地定制（source type=missing，无上游比对）
🟣    context-budget                 -          -          -                  本地定制（source type=missing，无上游比对）
🟡    context-engineering            1.0.0      -          -                  上游 fetch 状态：skipped
🟣    context7                       -          -          -                  本地定制（source type=missing，无上游比对）
🟣    continuous-learning-v2         2.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    convener-protocol              -          -          -                  本地定制（source type=missing，无上游比对）
🟣    core-components                1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    crawler-quality-grader         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    credential-manager             -          -          -                  本地定制（source type=missing，无上游比对）
🟣    crew-lifecycle-manager         1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    crewai-orchestration           -          -          -                  本地定制（source type=missing，无上游比对）
🟣    crmeb-ecommerce-patterns       -          -          -                  本地定制（source type=missing，无上游比对）
🟣    cross-platform-distributor     -          -          -                  本地定制（source type=missing，无上游比对）
🟣    cto-advisor                    -          -          -                  本地定制（source type=missing，无上游比对）
🟣    curriculum-auto-designer       -          -          -                  本地定制（source type=missing，无上游比对）
🟣    cyber-security-pentest         -          -          -                  本地定制（source type=missing，无上游比对）
🟣    dageno-api-bridge              -          -          -                  本地定制（source type=missing，无上游比对）
🟣    data-dashboard-excel           1.0.0      -          -                  本地定制（source type=missing，无上游比对）
🟣    database-migrations            -          -          -                  本地定制（source type=missing，无上游比对）
🟣    davinci-magihuman              -          -          -                  本地定制（source type=missing，无上游比对）
